participant,time,stim,x,y,AoI
AGH13,755624.3090820312,16-20,1384,304,17_b
AGH13,758920.3090820312,16-20,1389,429,18_b
AGH13,769664.3090820312,16-20,1341,562,19_a
AGH13,777056.3090820312,16-20,1535,702,20_e
AGH13,778912.3090820312,16-20,1535,844,continue
AGH13,795432.3090820312,21-25,1433,157,21_c
AGH13,801280.3090820312,21-25,1390,297,22_b
AGH13,811360.3090820312,21-25,1337,433,23_a
AGH13,820912.3090820312,21-25,1441,562,24_c
AGH13,841232.3090820312,21-25,1537,699,25_e
AGH13,842144.3090820312,21-25,1513,857,continue
AGH13,865687.3090820312,26-30,1435,158,26_c
AGH13,899359.3090820312,26-30,1536,295,27_e
AGH13,921543.3090820312,26-30,1485,430,28_d
AGH13,941519.3090820312,26-30,1490,562,29_d
AGH13,973375.3090820312,26-30,1333,697,30_a
AGH13,1021383.3090820312,31-33,720,297,31_b
AGH13,1023927.3090820312,31-33,952,586,32_c
AGH13,1025975.3090820312,31-33,740,830,33_b
AGH13,1027031.3090820312,31-33,1550,938,continue
AGH13,1029951.3090820312,34-36,1189,316,34_d
AGH13,1038239.3090820312,34-36,720,578,35_b
AGH13,1043367.3095703124,34-36,482,828,36_a
AGH13,1045263.3090820312,34-36,1539,930,continue
AGH13,1051583.3090820312,37-39,1460,320,37_e
AGH13,1057263.3090820312,37-39,1195,571,38_d
AGH13,1063367.3095703123,37-39,717,846,39_b
AGH13,1087527.3090820312,37-39,979,839,39_c
AGH13,1089559.3090820312,37-39,1525,940,continue
AGH13,1113639.3090820312,40-42,472,288,40_a
AGH13,1151558.3095703123,40-42,491,574,41_a
AGH13,1163726.3090820312,40-42,960,833,42_c
AGH13,1167006.3090820312,40-42,1512,922,continue
AGH13,1178999.3090820312,43-45,1205,301,43_d
AGH13,1195423.3090820312,43-45,1444,547,44_e
AGH13,1267334.3095703123,46-48,1213,291,46_d
AGH13,1278662.3095703123,46-48,733,567,47_b
AGH13,1295934.3090820312,46-48,1202,819,48_d
AGH13,1303614.3090820312,46-48,1523,923,continue
AGH13,1313710.3090820312,49-51,717,300,49_b
AGH13,1334030.3090820312,49-51,951,558,50_c
AGH13,1343958.3095703123,49-51,488,819,51_a
AGH13,1347790.3090820312,49-51,1544,931,continue
AGH13,1368734.3090820312,52-54,1201,286,52_d
AGH13,1393230.3090820312,52-54,491,564,53_a
AGH13,1436982.3090820312,52-54,1455,808,54_e
AGH13,1437558.3095703125,52-54,1514,932,continue
AHL26,543123.8129882811,1-3,1205,283,1_d
AHL26,548179.8134765625,1-3,733,510,2_b
AHL26,550627.8129882811,1-3,1483,772,3_e
AHL26,552379.8129882811,1-3,1520,846,continue
AHL26,558683.8129882811,4-6,496,266,4_a
AHL26,567363.8134765625,4-6,1430,508,5_e
AHL26,578651.8129882811,4-6,736,731,6_b
AHL26,582315.8129882811,4-6,1517,829,continue
AHL26,588420.8129882811,7-9,973,279,7_c
AHL26,600268.8129882811,7-9,1444,492,8_e
AHL26,609708.8129882811,7-9,1185,743,9_d
AHL26,611076.8129882811,7-9,1549,832,continue
AHL26,623987.8129882811,10-12,1205,266,10_d
AHL26,630619.8129882811,10-12,718,489,11_b
AHL26,647515.8129882811,10-12,480,739,12_a
AHL26,648523.8129882811,10-12,1506,832,continue
AHL26,661644.8129882811,13-15,728,276,13_b
AHL26,680155.8129882811,13-15,496,277,13_a
AHL26,702979.8129882811,13-15,1196,513,14_d
AHL26,753027.8129882812,13-15,722,742,15_b
AHL26,753979.8129882812,13-15,403,831,back
AHL26,755691.8129882812,10-12,1521,823,continue
AHL26,806274.8129882812,16-20,1489,165,16_d
AHL26,815722.8129882812,16-20,1335,301,17_a
AHL26,819266.8129882812,16-20,1388,430,18_b
AHL26,830346.8129882812,16-20,1343,561,19_a
AHL26,841762.8129882812,16-20,1530,702,20_e
AHL26,842618.8129882812,16-20,1518,853,continue
AHL26,851739.8129882812,21-25,1433,162,21_c
AHL26,861723.8129882812,21-25,1399,294,22_b
AHL26,877299.8129882812,21-25,1330,426,23_a
AHL26,894243.8129882812,21-25,1434,565,24_c
AHL26,936699.8134765624,21-25,1330,714,25_a
AHL26,936898.8129882812,21-25,1331,711,25_a
AHL26,937690.8129882812,21-25,1537,858,continue
AHL26,956114.8129882812,26-30,1429,170,26_c
AHL26,976722.8129882812,26-30,1432,300,27_c
AHL26,998106.8134765624,26-30,1490,436,28_d
AHL26,1041010.8129882812,26-30,1487,703,30_d
AHL26,1042282.8129882812,26-30,1435,567,29_c
AHL26,1085865.8129882812,31-33,727,296,31_b
AHL26,1088833.8129882812,31-33,979,570,32_c
AHL26,1090073.8129882812,31-33,744,831,33_b
AHL26,1091713.8125,31-33,1525,946,continue
AHL26,1095834.8129882812,34-36,1201,307,34_d
AHL26,1101986.8129882812,34-36,725,573,35_b
AHL26,1104546.8129882812,34-36,492,848,36_a
AHL26,1107770.8134765623,34-36,1475,942,not on any aoi
AHL26,1108106.8134765623,34-36,1522,942,continue
AHL26,1114858.8129882812,37-39,1465,314,37_e
AHL26,1122202.8129882812,37-39,1211,563,38_d
AHL26,1144218.8134765623,37-39,948,837,39_c
AHL26,1145050.8129882812,37-39,1545,926,continue
AHL26,1151218.8134765623,40-42,489,302,40_a
AHL26,1220370.8134765623,40-42,483,569,41_a
AHL26,1236810.8134765623,40-42,935,836,42_c
AHL26,1237794.8129882812,40-42,1543,917,continue
AHL26,1252449.8129882812,43-45,1225,314,43_d
AHL26,1260441.8129882812,43-45,958,554,44_c
AHL26,1261385.8129882812,43-45,735,807,45_b
AHL26,1368769.8129882812,46-48,1189,286,46_d
AHL26,1398281.8129882812,46-48,729,588,47_b
AHL26,1425585.8129882812,46-48,1188,808,48_d
AHL26,1426561.8129882812,46-48,1516,943,continue
AHL26,1427041.8129882812,46-48,1508,939,continue
AHL26,1446824.8129882812,49-51,731,303,49_b
AHL26,1474328.8129882812,49-51,966,551,50_c
AHL26,1493504.8129882812,49-51,498,843,51_a
AHL26,1494536.8129882812,49-51,1533,932,continue
AHL26,1506880.8129882812,52-54,706,294,52_b
AHL26,1515816.8129882812,52-54,505,572,53_a
AHL26,1528424.8129882812,52-54,495,788,54_a
AHL26,1529856.8129882812,52-54,1502,932,continue
AHL26,1534744.8129882812,55-56,458,286,55_a
AHL26,1535912.8129882812,55-56,733,504,56_b
AHS15,10337353.060058594,1-3,1208,282,1_d
AHS15,10341385.060058594,1-3,726,512,2_b
AHS15,10345961.060058594,1-3,1454,737,3_e
AHS15,10346977.060058594,1-3,1524,837,continue
AHS15,10350473.060058594,4-6,474,268,4_a
AHS15,10357873.060058594,4-6,1450,492,5_e
AHS15,10363625.060058594,4-6,734,726,6_b
AHS15,10365161.060058594,4-6,1525,818,continue
AHS15,10369656.060058594,7-9,977,256,7_c
AHS15,10373136.060058594,7-9,957,492,8_c
AHS15,10384216.060058594,7-9,1204,737,9_d
AHS15,10385264.060058594,7-9,1521,824,continue
AHS15,10405201.060058594,10-12,487,260,10_a
AHS15,10419953.060058594,10-12,473,494,11_a
AHS15,10431465.060058594,10-12,498,716,12_a
AHS15,10432793.060058594,10-12,1505,819,continue
AHS15,10445088.060058594,13-15,969,262,13_c
AHS15,10464072.060058594,13-15,471,486,14_a
AHS15,10479560.060058594,13-15,962,727,15_c
AHS15,10498744.060058594,13-15,399,822,back
AHS15,10502760.060058594,10-12,1527,820,continue
AHS15,10549088.060058594,13-15,1208,219,13_d
AHS15,10617151.060058594,16-20,738,202,not on any aoi
AHS15,10619055.059570312,16-20,1485,161,16_d
AHS15,10623599.060058594,16-20,1342,294,17_a
AHS15,10626943.060058594,16-20,1384,432,18_b
AHS15,10633447.060058594,16-20,1326,569,19_a
AHS15,10668575.059570312,16-20,1535,705,20_e
AHS15,10669543.059570312,16-20,1516,854,continue
AHS15,10680047.060058594,21-25,1438,159,21_c
AHS15,10684375.060058594,21-25,1384,297,22_b
AHS15,10693351.059570312,21-25,1332,429,23_a
AHS15,10710999.060058594,21-25,1489,568,24_d
AHS15,10771063.059570312,21-25,1341,701,25_a
AHS15,10772255.060058594,21-25,1532,852,continue
AHS15,10785903.060058594,26-30,1439,159,26_c
AHS15,10802590.060058594,26-30,1381,297,27_b
AHS15,10817270.060058594,26-30,1480,432,28_d
AHS15,10837622.060058594,26-30,1482,569,29_d
AHS15,10843038.060058594,26-30,1543,700,30_e
AHS15,10909591.060058594,31-33,723,273,31_b
AHS15,10912343.060058594,31-33,962,542,32_c
AHS15,10914207.059570312,31-33,716,807,33_b
AHS15,10915319.059570312,31-33,1530,933,continue
AHS15,10918511.060058594,34-36,1206,281,34_d
AHS15,10925935.060058594,34-36,724,553,35_b
AHS15,10929743.060058594,34-36,481,814,36_a
AHS15,10930967.060058594,34-36,1532,928,continue
AHS15,10935439.060058594,37-39,1447,278,37_e
AHS15,10941599.060058594,37-39,1204,548,38_d
AHS15,10957711.060058594,37-39,964,808,39_c
AHS15,10959623.060058594,37-39,1533,932,continue
AHS15,10969895.060058594,40-42,493,303,40_a
AHS15,10997094.060058594,40-42,1209,539,41_d
AHS15,11030478.060058594,40-42,963,805,42_c
AHS15,11032094.060058594,40-42,1543,917,continue
AHS15,11216613.060058594,46-48,1201,238,46_d
AHS15,11238797.060058594,46-48,723,505,47_b
AHS15,11254653.060058594,46-48,1197,771,48_d
AHS15,11256173.060058594,46-48,1546,925,continue
AHS15,11268981.060058596,49-51,726,242,49_b
AHS15,11301205.060058596,49-51,954,530,50_c
AHS15,11308693.060058596,49-51,492,814,51_a
AHS15,11310301.060058596,49-51,1528,931,continue
AHS15,11321093.060058596,52-54,1199,237,52_d
AHS15,11335109.060058596,52-54,476,546,53_a
AHS15,11352141.060058596,52-54,494,777,54_a
AHS15,11353429.060058596,52-54,1528,929,continue
AHS15,11369037.060058596,55-56,958,241,55_c
AHT09,3160109.1518554688,1-3,1205,239,1_d
AHT09,3162133.15234375,1-3,722,463,2_b
AHT09,3165629.1518554688,1-3,1436,696,3_e
AHT09,3167085.1518554688,1-3,1516,838,continue
AHT09,3170005.1518554688,4-6,483,220,4_a
AHT09,3176821.1518554688,4-6,1439,453,5_e
AHT09,3183093.1518554688,4-6,725,684,6_b
AHT09,3184125.1518554688,4-6,1546,833,continue
AHT09,3187804.1518554688,7-9,963,221,7_c
AHT09,3193292.1518554688,7-9,959,449,8_c
AHT09,3204252.1518554688,7-9,1201,683,9_d
AHT09,3211212.1518554688,7-9,1533,818,continue
AHT09,3219964.1513671875,10-12,486,224,10_a
AHT09,3228852.1513671875,10-12,1196,451,11_d
AHT09,3241092.1518554688,10-12,485,686,12_a
AHT09,3243012.1518554688,10-12,1532,831,continue
AHT09,3262037.1518554688,13-15,958,220,13_c
AHT09,3272541.15234375,13-15,1197,456,14_d
AHT09,3293077.1518554688,13-15,1443,694,15_e
AHT09,3301893.1518554688,13-15,1522,825,continue
AHT09,3305333.1518554688,13-15,1446,816,not on any aoi
AHT09,3313077.1518554688,13-15,389,829,back
AHT09,3317044.1518554688,10-12,1530,825,continue
AHT09,3317821.1518554688,13-15,1530,825,continue
AHT09,3428172.1518554688,16-20,1490,161,16_d
AHT09,3431643.1518554688,16-20,1335,295,17_a
AHT09,3437827.1518554688,16-20,1388,423,18_b
AHT09,3443395.1518554688,16-20,1339,565,19_a
AHT09,3454972.1518554688,16-20,1534,701,20_e
AHT09,3455676.1518554688,16-20,1515,859,continue
AHT09,3461204.1518554688,21-25,1432,160,21_c
AHT09,3464844.1518554688,21-25,1379,295,22_b
AHT09,3470868.1518554688,21-25,1330,435,23_a
AHT09,3479404.1518554688,21-25,1436,563,24_c
AHT09,3485796.1518554688,21-25,1538,707,25_e
AHT09,3489036.1518554688,21-25,1513,855,continue
AHT09,3501676.1518554688,26-30,1439,155,26_c
AHT09,3508764.1518554688,26-30,1537,291,27_e
AHT09,3518668.1513671875,26-30,1535,434,28_e
AHT09,3527852.1513671875,26-30,1483,426,28_d
AHT09,3597268.1518554688,26-30,1485,564,29_d
AHT09,3629644.1518554688,26-30,1434,697,30_c
AHT09,3694668.151367188,31-33,718,273,31_b
AHT09,3697164.1518554688,31-33,966,535,32_c
AHT09,3699772.1518554688,31-33,718,800,33_b
AHT09,3700636.1518554688,31-33,1545,934,continue
AHT09,3703859.1518554688,34-36,1202,268,34_d
AHT09,3708955.1518554688,34-36,722,538,35_b
AHT09,3712339.1518554688,34-36,480,801,36_a
AHT09,3713283.1518554688,34-36,1533,933,continue
AHT09,3717084.1518554688,37-39,1441,268,37_e
AHT09,3721996.1518554688,37-39,1204,537,38_d
AHT09,3729404.1518554688,37-39,964,805,39_c
AHT09,3731852.151367188,37-39,1539,934,continue
AHT09,3739267.1518554688,40-42,485,265,40_a
AHT09,3755155.1518554688,40-42,719,533,41_b
AHT09,3770971.1518554688,40-42,485,533,41_a
AHT09,3784547.1518554688,40-42,961,805,42_c
AHT09,3787715.1518554688,40-42,1548,926,continue
AHT09,3795811.1518554688,43-45,1203,271,43_d
AHT09,3826915.1518554688,43-45,1441,525,44_e
AHT09,3866675.1518554688,43-45,480,770,45_a
AHT09,3949227.1518554688,46-48,1207,236,46_d
AHT09,3965475.1518554688,46-48,724,501,47_b
AHT09,3981659.1518554688,46-48,724,766,48_b
AHT09,3982507.1518554688,46-48,1523,933,continue
AHT09,3995995.1518554688,49-51,720,241,49_b
AHT09,4007067.1518554688,49-51,961,504,50_c
AHT09,4022763.1518554688,49-51,481,766,51_a
AHT09,4023939.1518554688,49-51,1536,930,continue
AHT09,4041291.1518554688,52-54,1202,241,52_d
AHT09,4063043.1518554688,52-54,477,500,53_a
AHT09,4087819.1518554688,52-54,481,764,54_a
AHT09,4089075.1518554688,52-54,1501,928,continue
AHT09,4109107.1518554688,55-56,961,245,55_c
AJA21,2843449.6821289062,1-3,1198,237,1_d
AJA21,2845680.6821289062,1-3,722,465,2_b
AJA21,2847960.681640625,1-3,1443,693,3_e
AJA21,2848913.6826171875,1-3,1537,831,continue
AJA21,2851288.6821289062,4-6,478,225,4_a
AJA21,2854792.6821289062,4-6,1437,449,5_e
AJA21,2858128.6821289062,4-6,719,682,6_b
AJA21,2859648.6821289062,4-6,1521,828,continue
AJA21,2863665.6821289062,7-9,963,222,7_c
AJA21,2865073.6821289062,7-9,963,449,8_c
AJA21,2872193.6821289062,7-9,1209,687,9_d
AJA21,2873537.6821289062,7-9,1535,826,continue
AJA21,2879768.6821289062,10-12,477,220,10_a
AJA21,2893312.6821289062,10-12,1201,449,11_d
AJA21,2898952.6821289062,10-12,477,675,12_a
AJA21,2900888.681640625,10-12,1539,822,continue
AJA21,2914984.6821289062,13-15,964,235,13_c
AJA21,2930424.6821289062,13-15,1200,453,14_d
AJA21,2945111.6821289062,13-15,1442,679,15_e
AJA21,2961479.6821289062,13-15,409,822,back
AJA21,2964368.681640625,10-12,1519,820,continue
AJA21,2993760.6821289062,13-15,1438,447,14_e
AJA21,3004752.6821289062,13-15,1200,449,14_d
AJA21,3007808.6821289062,13-15,409,825,back
AJA21,3027024.6821289062,10-12,721,449,11_b
AJA21,3057408.681640625,10-12,409,822,back
AJA21,3063295.6821289062,7-9,1517,822,continue
AJA21,3063895.6821289062,10-12,1517,821,continue
AJA21,3064479.6821289062,13-15,1518,820,continue
AJA21,3099863.6821289062,16-20,1488,158,16_d
AJA21,3103783.6821289062,16-20,1390,295,17_b
AJA21,3108487.6821289062,16-20,1389,427,18_b
AJA21,3115303.6821289062,16-20,1335,569,19_a
AJA21,3121903.6821289062,16-20,1535,701,20_e
AJA21,3128383.6821289062,16-20,1506,860,continue
AJA21,3135023.6821289062,21-25,1437,166,21_c
AJA21,3140135.6821289062,21-25,1381,296,22_b
AJA21,3154662.6821289062,21-25,1337,429,23_a
AJA21,3166302.6821289062,21-25,1428,567,24_c
AJA21,3178694.6821289062,21-25,1439,698,25_c
AJA21,3202102.6821289062,21-25,1530,698,25_e
AJA21,3203134.6821289062,21-25,1534,853,continue
AJA21,3215646.6821289062,26-30,1435,159,26_c
AJA21,3228766.6821289062,26-30,1532,293,27_e
AJA21,3241662.6821289062,26-30,1488,429,28_d
AJA21,3248046.6821289062,26-30,1383,565,29_b
AJA21,3268302.6821289062,26-30,1386,699,30_b
AJA21,3364182.6821289062,31-33,722,270,31_b
AJA21,3366006.6821289062,31-33,963,531,32_c
AJA21,3367422.6821289062,31-33,718,801,33_b
AJA21,3368726.6821289062,31-33,1531,927,continue
AJA21,3373766.6821289062,34-36,1203,273,34_d
AJA21,3377822.6821289062,34-36,724,532,35_b
AJA21,3380062.6821289062,34-36,480,800,36_a
AJA21,3381566.6821289062,34-36,1552,946,continue
AJA21,3386406.6821289062,37-39,1441,282,37_e
AJA21,3391966.6821289062,37-39,1203,536,38_d
AJA21,3400694.6821289062,37-39,958,800,39_c
AJA21,3410086.6821289062,37-39,1522,941,continue
AJA21,3417950.6821289062,40-42,481,271,40_a
AJA21,3434046.6821289062,40-42,476,534,41_a
AJA21,3441950.6821289062,40-42,724,535,41_b
AJA21,3469814.6821289062,40-42,1168,788,42_d
AJA21,3470862.6821289062,40-42,1201,802,42_d
AJA21,3481534.6821289062,40-42,1515,928,continue
AJA21,3489437.6821289062,43-45,416,900,not on any aoi
AJA21,3504150.6821289062,40-42,480,539,41_a
AJA21,3506270.6821289062,40-42,1544,921,continue
AJA21,3512509.6821289062,43-45,1203,270,43_d
AJA21,3520845.6821289062,43-45,1443,524,44_e
AJA21,3537989.6821289062,43-45,721,778,45_b
AJA21,3539413.6826171875,43-45,723,774,45_b
AJA21,3602549.6821289062,46-48,1198,237,46_d
AJA21,3615773.6821289062,46-48,720,502,47_b
AJA21,3631885.6821289062,46-48,720,763,48_b
AJA21,3635893.682617188,46-48,1522,930,continue
AJA21,3646012.682617188,49-51,725,232,49_b
AJA21,3670156.682617188,49-51,964,501,50_c
AJA21,3682132.6821289062,49-51,486,766,51_a
AJA21,3690828.6821289062,49-51,1517,925,continue
AJA21,3697900.682617188,52-54,722,238,52_b
AJA21,3706996.6821289062,52-54,1204,241,52_d
AJA21,3722860.682617188,52-54,965,507,53_c
AJA21,3746292.6821289062,52-54,483,769,54_a
AJA21,3747860.682617188,52-54,1544,925,continue
AJA21,3754596.682617188,55-56,485,234,55_a
AJA21,3768124.6821289062,55-56,722,503,56_b
AJF05,10473130.958496094,1-3,1200,246,1_d
AJF05,10478778.958007812,1-3,720,468,2_b
AJF05,10482194.958007812,1-3,1441,702,3_e
AJF05,10483450.958007812,1-3,1517,843,continue
AJF05,10486603.958007812,4-6,480,228,4_a
AJF05,10493139.958007812,4-6,1439,456,5_e
AJF05,10498587.958007812,4-6,725,692,6_b
AJF05,10500099.958007812,4-6,1545,833,continue
AJF05,10505315.958007812,7-9,962,231,7_c
AJF05,10511467.958007812,7-9,962,461,8_c
AJF05,10527595.958007812,7-9,1200,693,9_d
AJF05,10528539.958007812,7-9,1521,836,continue
AJF05,10538554.958007812,10-12,481,232,10_a
AJF05,10546403.958007812,10-12,717,230,10_b
AJF05,10568418.958496094,10-12,720,460,11_b
AJF05,10570674.958007812,10-12,1512,839,continue
AJF05,10573058.958007812,13-15,394,817,back
AJF05,10573442.958007812,13-15,403,840,back
AJF05,10587171.958007812,10-12,481,694,12_a
AJF05,10588523.958007812,10-12,1521,831,continue
AJF05,10605786.958007812,13-15,964,234,13_c
AJF05,10614074.958007812,13-15,1203,461,14_d
AJF05,10625130.958496094,13-15,1443,690,15_e
AJF05,10639610.958496094,13-15,408,835,back
AJF05,10642850.958007812,10-12,1512,835,continue
AJF05,10645666.958007812,13-15,415,835,back
AJF05,10661274.958496094,10-12,401,836,back
AJF05,10676674.958007812,7-9,1538,832,continue
AJF05,10677434.958007812,10-12,1539,832,continue
AJF05,10732737.958007812,16-20,1483,171,16_d
AJF05,10744561.958007812,16-20,1387,303,17_b
AJF05,10747313.958007812,16-20,1388,439,18_b
AJF05,10760465.958007812,16-20,1538,705,20_e
AJF05,10767641.958007812,16-20,1335,576,19_a
AJF05,10768625.958007812,16-20,1519,860,continue
AJF05,10775465.958007812,21-25,1436,169,21_c
AJF05,10783865.958007812,21-25,1387,304,22_b
AJF05,10795841.957519533,21-25,1338,436,23_a
AJF05,10825825.958007812,21-25,1537,708,25_e
AJF05,10837329.958007812,21-25,1435,576,24_c
AJF05,10838465.958007812,21-25,1532,857,continue
AJF05,10852721.958007812,26-30,1437,170,26_c
AJF05,10864745.958007812,26-30,1441,307,27_c
AJF05,10909001.958007812,26-30,1486,441,28_d
AJF05,10953616.958007812,26-30,1343,707,30_a
AJF05,11001929.958007812,31-33,721,282,31_b
AJF05,11003952.958007812,31-33,962,543,32_c
AJF05,11006136.958007812,31-33,723,813,33_b
AJF05,11007768.958007812,31-33,1538,946,continue
AJF05,11010928.958007812,34-36,1199,277,34_d
AJF05,11016408.958007812,34-36,720,544,35_b
AJF05,11025272.958007812,34-36,477,804,36_a
AJF05,11026480.958007812,34-36,1522,937,continue
AJF05,11031704.958007812,37-39,1447,279,37_e
AJF05,11036056.958007812,37-39,1200,547,38_d
AJF05,11040640.958007812,37-39,965,809,39_c
AJF05,11045736.958007812,37-39,1521,941,continue
AJF05,11061208.958007812,40-42,479,278,40_a
AJF05,11064208.958007812,40-42,1200,276,40_d
AJF05,11068800.958007812,40-42,482,274,40_a
AJF05,11087488.958007812,40-42,723,545,41_b
AJF05,11112784.958007812,40-42,1440,807,42_e
AJF05,11113488.958007812,40-42,1519,920,continue
AJF05,11120263.958007812,43-45,1200,279,43_d
AJF05,11134143.958496094,43-45,722,534,44_b
AJF05,11141487.958007812,43-45,477,780,45_a
AJF05,11248239.958007812,46-48,1201,246,46_d
AJF05,11274967.958007812,46-48,717,510,47_b
AJF05,11284935.958007812,46-48,717,774,48_b
AJF05,11293439.958496096,46-48,1527,935,continue
AJF05,11301455.958007812,49-51,721,246,49_b
AJF05,11312879.958007812,49-51,959,514,50_c
AJF05,11322007.958007812,49-51,479,773,51_a
AJF05,11323159.958007812,49-51,1519,940,continue
AJF05,11341247.958007812,52-54,720,249,52_b
AJF05,11378519.958007812,52-54,480,512,53_a
AJF05,11398999.958007812,52-54,1440,774,54_e
AJF05,11400631.958007812,52-54,1536,936,continue
AJF05,11408639.958007812,55-56,724,510,56_b
AJG07,1959305.5068359373,1-3,1196,240,1_d
AJG07,1962473.5068359373,1-3,713,474,2_b
AJG07,1965161.5068359373,1-3,1439,706,3_e
AJG07,1966609.5068359373,1-3,1516,843,continue
AJG07,1970625.5068359373,4-6,476,224,4_a
AJG07,1978225.5068359373,4-6,1439,450,5_e
AJG07,1984657.5068359373,4-6,721,686,6_b
AJG07,1988417.5068359373,4-6,1524,816,continue
AJG07,1997481.506347656,7-9,964,225,7_c
AJG07,2001081.5068359373,7-9,958,459,8_c
AJG07,2014481.506347656,7-9,1197,694,9_d
AJG07,2016385.5068359373,7-9,1513,810,continue
AJG07,2018625.5068359373,7-9,1520,821,continue
AJG07,2028705.5068359373,10-12,479,221,10_a
AJG07,2034049.5068359373,10-12,723,229,10_b
AJG07,2058249.5068359373,10-12,1206,455,11_d
AJG07,2067585.5068359373,10-12,483,682,12_a
AJG07,2070209.5068359373,10-12,1533,823,continue
AJG07,2082017.5068359373,13-15,965,229,13_c
AJG07,2110689.506835937,13-15,1200,457,14_d
AJG07,2158137.506835937,13-15,1441,691,15_e
AJG07,2224976.506835937,16-20,1490,164,16_d
AJG07,2230088.506835937,16-20,1327,294,17_a
AJG07,2236608.506835937,16-20,1384,429,18_b
AJG07,2246368.506835937,16-20,1352,570,19_a
AJG07,2251776.506835937,16-20,1554,706,20_e
AJG07,2253000.506835937,16-20,1533,844,continue
AJG07,2270288.506835937,21-25,1436,164,21_c
AJG07,2277776.506835937,21-25,1388,298,22_b
AJG07,2291432.506835937,21-25,1350,416,23_a
AJG07,2315848.506835937,21-25,1484,558,24_d
AJG07,2342952.506835937,21-25,1526,728,25_e
AJG07,2343760.506835937,21-25,1538,841,continue
AJG07,2360352.506835937,26-30,1437,159,26_c
